orderID,productID,unitPrice,quantity,discount
24857,106,125.49,8,0.0
24857,159,28.65,24,0.0
24857,215,17.57,36,0.0
24857,22,19.23,41,0.15
24857,201,18.83,1,0.0
24857,220,13.65,21,0.0
24858,218,121.08,5,0.05
24858,97,104.9,31,0.15
24858,130,104.53,12,0.25
24858,234,113.58,7,0.0
24859,208,116.27,21,0.0
24860,229,97.91,2,0.2
24860,201,19.63,97,0.2
24860,31,13.41,16,0.1
24860,117,72.15,12,0.0
24861,4,21.92,26,0.2
24861,113,95.61,2,0.05
24861,71,20.29,38,0.0
24862,227,54.84,34,0.15
24862,86,93.09,19,0.25
24862,38,255.57,13,0.0
24863,112,36.84,22,0.05
24863,149,33.97,14,0.05
24864,118,4.47,32,0.0
24864,127,52.12,25,0.15
24864,228,41.77,20,0.0
24865,32,35.15,4,0.0
24865,88,38.21,33,0.25
24865,201,19.02,29,0.2
24866,139,114.12,2,0.05
24866,205,37.84,8,0.05
24866,244,85.37,47,0.0
24867,44,21.38,37,0.1
24868,26,28.34,2,0.1
24868,68,11.84,12,0.15
24869,174,39.5,6,0.1
24869,228,46.65,25,0.25
24869,235,111.76,31,0.0
24869,118,4.33,2,0.0
24870,158,69.41,22,0.15
24870,43,44.11,90,0.05
24871,191,65.12,30,0.1
24871,32,34.92,14,0.0
24871,160,88.59,16,0.25
24871,245,115.55,8,0.25
24872,148,50.7,26,0.0
24872,203,79.58,27,0.0
24872,164,52.4,33,0.15
24873,204,41.79,10,0.05
24873,136,89.87,6,0.0
24873,130,107.06,13,0.2
24874,230,83.74,2,0.1
24874,124,54.27,2,0.25
24875,154,88.11,8,0.2
24875,235,97.56,17,0.05
24876,179,36.31,16,0.0
24876,37,24.82,15,0.25
24876,62,53.51,11,0.0
24877,61,26.21,18,0.25
24877,152,3.93,5,0.1
24877,119,108.46,6,0.1
24877,236,20.18,5,0.0
24877,92,19.14,23,0.05
24877,67,14.16,3,0.25
24877,79,98.87,17,0.2
24877,136,77.08,13,0.25
24878,180,6.59,3,0.25
24878,203,82.11,24,0.0
24878,77,13.52,11,0.0
24879,208,106.7,4,0.25
24879,93,101.06,4,0.15
24880,63,44.59,15,0.15
24880,23,8.83,11,0.25
24880,38,243.89,30,0.0
24881,46,11.2,4,0.25
24881,221,90.43,43,0.1
24881,18,59.59,35,0.0
24881,7,30.1,23,0.2
24882,215,16.79,42,0.05
24882,63,45.57,18,0.25
24882,230,78.34,6,0.1
24882,110,82.94,23,0.0
24883,15,14.68,66,0.0
24883,242,58.29,5,0.1
24883,246,51.12,11,0.0
24883,51,56.14,6,0.2
24883,2,20.53,4,0.25
24883,232,81.58,14,0.05
24883,239,75.83,12,0.0
24884,36,18.37,44,0.05
24884,83,33.25,23,0.2
24885,231,100.4,24,0.2
24886,147,44.95,61,0.15
24886,69,38.86,32,0.15
24886,85,78.7,42,0.15
24886,163,56.9,23,0.25
24886,27,45.81,2,0.0
24886,137,74.25,12,0.0
24887,50,17.52,1,0.1
24887,27,41.28,95,0.0
24888,14,23.62,3,0.0
24888,16,19.12,3,0.0
24888,208,109.04,22,0.1
24888,20,82.67,3,0.05
24889,235,104.05,4,0.15
24889,122,49.4,18,0.0
24889,56,35.64,17,0.25
24890,45,9.2,27,0.0
24890,37,23.66,38,0.0
24890,140,32.04,95,0.05
24891,201,19.3,39,0.15
24891,65,19.22,87,0.0
24891,231,89.36,1,0.05
24891,49,19.6,43,0.0
24892,170,37.98,1,0.15
24892,162,108.88,6,0.0
24893,115,114.69,4,0.05
24893,71,19.77,5,0.05
24893,162,103.16,1,0.15
24894,64,35.03,23,0.1
24894,50,15.24,21,0.15
24894,99,51.5,6,0.1
24895,168,24.12,18,0.0
24895,55,21.82,12,0.15
24895,211,30.21,8,0.15
24896,213,19.68,10,0.0
24896,219,79.38,62,0.05
24896,55,24.04,10,0.05
24896,176,18.58,7,0.1
24897,94,98.11,9,0.2
24897,115,122.47,22,0.0
24897,71,19.72,6,0.05
24897,222,38.2,14,0.05
24898,156,107.62,24,0.0
24898,91,15.91,24,0.2
24898,208,119.86,14,0.25
24898,163,60.38,4,0.0
24899,168,22.54,1,0.1
24899,220,14.94,17,0.05
24899,50,15.46,29,0.15
24900,178,60.0,17,0.15
24900,129,8.17,33,0.25
24901,87,55.1,9,0.0
24901,180,6.45,41,0.0
24901,51,48.96,16,0.15
24902,174,43.18,4,0.25
24902,207,84.94,37,0.15
24902,158,70.22,6,0.25
24902,99,52.69,9,0.1
24903,181,82.06,6,0.15
24903,36,20.25,7,0.15
24903,61,31.27,25,0.1
24903,221,85.07,4,0.2
24904,104,108.25,28,0.0
24904,184,87.56,32,0.0
24905,112,38.38,28,0.0
24905,152,3.63,12,0.0
24906,61,26.69,18,0.15
24906,164,53.09,12,0.1
24906,109,22.64,24,0.15
24907,104,121.21,14,0.1
24907,73,16.35,12,0.15
24907,97,101.37,20,0.15
24907,171,105.44,7,0.0
24908,7,27.83,20,0.05
24908,210,16.87,42,0.0
24908,245,115.94,9,0.1
24908,100,106.35,7,0.15
24908,15,15.45,10,0.0
24908,94,85.62,12,0.0
24909,125,78.9,51,0.2
24909,8,37.38,39,0.15
24910,45,9.27,16,0.0
24910,51,50.34,10,0.0
24911,70,13.77,19,0.05
24911,74,10.95,25,0.1
24911,224,73.74,37,0.0
24911,98,66.49,30,0.0
24911,20,82.53,31,0.25
24912,115,111.48,7,0.15
24912,30,26.54,35,0.0
24912,65,22.85,34,0.0
24912,189,90.59,1,0.0
24912,231,84.78,3,0.05
24913,216,10.16,34,0.1
24914,116,26.04,18,0.15
24914,228,40.85,39,0.2
24914,203,83.94,10,0.2
24915,133,84.88,25,0.2
24915,164,50.97,86,0.15
24915,46,11.14,12,0.15
24916,63,42.31,4,0.05
24917,46,11.59,11,0.0
24917,172,66.32,25,0.15
24918,225,123.48,43,0.2
24918,95,40.75,7,0.0
24919,131,54.53,16,0.0
24919,22,19.82,17,0.05
24919,227,54.31,13,0.0
24920,244,85.94,20,0.0
24920,137,70.33,20,0.0
24920,152,3.57,5,0.05
24920,67,13.76,7,0.25
24921,97,95.96,7,0.0
24921,110,92.32,16,0.0
24921,66,15.61,15,0.05
24922,142,15.75,9,0.1
24923,206,44.72,18,0.05
24923,112,38.2,33,0.0
24924,137,75.34,10,0.1
24924,63,44.5,12,0.0
24925,245,124.41,38,0.1
24925,183,76.86,22,0.0
24925,188,43.55,29,0.05
24926,184,94.33,15,0.05
24926,124,50.88,6,0.0
24926,202,19.04,5,0.0
24926,72,37.34,34,0.25
24927,47,8.67,3,0.15
24927,173,104.55,17,0.05
24927,162,99.93,21,0.15
24928,183,71.17,15,0.0
24928,187,65.83,30,0.0
24928,135,15.17,41,0.0
24928,139,112.86,13,0.15
24928,64,30.05,20,0.0
24929,167,23.6,24,0.25
24929,191,67.78,10,0.15
24929,47,9.68,11,0.15
24929,15,14.05,35,0.1
24929,218,122.81,7,0.1
24930,177,79.54,23,0.05
24930,117,65.63,16,0.0
24930,31,13.29,2,0.2
24930,59,52.07,39,0.2
24930,25,13.69,10,0.25
24930,219,82.88,6,0.15
24931,124,47.86,35,0.1
24931,114,30.77,27,0.0
24931,163,49.83,23,0.0
24932,46,12.23,36,0.0
24932,246,53.9,4,0.2
24932,47,10.22,14,0.0
24933,227,58.83,32,0.0
24933,15,16.0,12,0.0
24933,79,113.16,6,0.0
24933,22,21.62,41,0.05
24933,67,15.22,19,0.05
24933,56,34.52,22,0.0
24934,36,18.16,4,0.1
24934,195,36.93,12,0.0
24934,176,17.44,23,0.2
24934,123,27.28,3,0.25
24935,188,37.04,5,0.0
24935,122,52.56,42,0.0
24935,248,20.25,9,0.2
24936,218,126.54,13,0.05
24936,26,29.77,52,0.25
24936,206,49.97,16,0.05
24936,109,21.76,28,0.0
24937,31,13.2,34,0.1
24938,138,115.09,20,0.05
24938,146,114.23,31,0.1
24938,59,51.09,16,0.1
24939,216,10.62,19,0.0
24939,65,20.41,39,0.15
24940,133,97.97,17,0.15
24940,144,67.88,25,0.15
24940,75,7.38,29,0.15
24940,132,59.77,32,0.1
24941,33,2.54,13,0.0
24941,141,129.19,44,0.2
24941,110,88.42,28,0.05
24941,26,31.65,5,0.05
24941,94,94.66,100,0.05
24941,98,61.04,21,0.05
24941,38,240.55,10,0.1
24941,221,101.37,14,0.2
24942,92,17.96,56,0.1
24942,250,36.77,13,0.1
24942,21,10.24,2,0.0
24942,31,11.68,19,0.05
24943,174,41.43,25,0.0
24943,57,19.24,19,0.05
24944,177,88.45,2,0.1
24944,135,12.76,16,0.15
24944,97,108.4,21,0.0
24944,168,24.52,16,0.0
24945,75,8.41,26,0.15
24945,7,31.52,1,0.1
24945,231,101.09,14,0.1
24945,101,35.71,17,0.1
24946,31,11.3,4,0.1
24946,93,93.88,37,0.15
24946,227,49.95,1,0.1
24946,16,17.66,16,0.05
24946,210,18.35,27,0.0
24946,79,109.77,10,0.2
24946,234,113.35,30,0.0
24946,244,86.21,19,0.15
24947,36,19.55,67,0.25
24947,176,18.92,23,0.15
24947,181,83.31,1,0.0
24948,1,18.91,7,0.1
24948,157,17.62,40,0.0
24948,101,33.32,4,0.0
24949,158,61.73,25,0.1
24950,191,68.0,15,0.05
24950,172,69.64,37,0.05
24950,96,56.32,36,0.15
24950,151,28.13,2,0.15
24951,114,26.53,2,0.05
24951,202,18.9,6,0.15
24951,248,17.92,17,0.15
24952,144,65.23,39,0.15
24953,147,43.22,20,0.0
24954,182,54.25,5,0.0
24954,106,104.56,17,0.1
24954,60,37.21,4,0.0
24954,231,90.23,1,0.1
24955,132,59.14,43,0.15
24955,232,95.59,42,0.1
24955,248,19.35,11,0.05
24955,49,20.08,9,0.0
24956,123,25.6,42,0.1
24956,160,82.35,28,0.15
24956,216,11.29,34,0.0
24956,99,45.82,6,0.15
24956,235,100.76,12,0.25
24957,46,12.88,17,0.05
24957,177,80.39,52,0.0
24958,55,23.59,30,0.1
24958,124,54.97,18,0.1
24958,138,101.97,29,0.25
24958,41,9.88,60,0.0
24958,226,52.06,18,0.05
24958,15,14.05,7,0.15
24959,37,24.13,39,0.0
24959,75,7.06,6,0.0
24959,89,28.84,68,0.15
24960,6,25.79,8,0.15
24960,166,98.16,17,0.05
24961,99,49.57,21,0.15
24961,66,15.36,13,0.15
24961,232,94.51,41,0.15
24961,208,121.38,6,0.2
24961,215,16.12,13,0.2
24961,160,85.92,10,0.0
24962,182,60.33,37,0.25
24962,241,12.1,11,0.0
24962,131,49.77,15,0.15
24962,140,29.65,7,0.2
24963,241,11.25,19,0.05
24963,147,51.54,15,0.0
24963,159,30.34,28,0.0
24963,182,56.74,2,0.05
24964,115,115.4,11,0.05
24964,89,32.51,43,0.2
24965,215,16.97,9,0.05
24965,136,83.83,35,0.05
24965,87,58.88,8,0.0
24965,216,10.46,40,0.1
24966,174,45.99,1,0.0
24966,195,41.42,14,0.15
24966,233,109.69,10,0.05
24967,122,57.43,32,0.2
24967,139,98.43,7,0.0
24968,208,123.22,37,0.2
24968,115,110.83,15,0.0
24968,164,48.41,7,0.25
24968,103,82.26,33,0.1
24969,60,30.74,59,0.2
24969,211,31.29,14,0.1
24969,63,41.35,4,0.1
24970,122,51.56,12,0.05
24970,132,69.43,15,0.2
24971,88,40.36,14,0.05
24971,228,47.39,24,0.15
24971,25,14.72,7,0.05
24971,110,83.14,27,0.25
24971,99,47.72,21,0.15
24971,104,120.91,38,0.0
24972,250,40.2,37,0.2
24972,2,19.18,1,0.0
24972,241,12.89,34,0.0
24972,206,49.29,3,0.15
24972,204,44.44,4,0.0
24972,8,43.84,28,0.0
24973,201,22.28,12,0.0
24973,87,57.06,24,0.25
24973,122,58.64,21,0.1
24974,158,67.18,15,0.25
24974,227,56.84,1,0.1
24975,6,23.33,35,0.15
24975,38,245.01,5,0.25
24976,54,8.12,5,0.15
24977,15,16.93,21,0.2
24977,40,17.9,11,0.0
24978,64,33.15,16,0.0
24979,191,58.69,23,0.05
24979,4,21.98,14,0.15
24979,189,94.17,4,0.0
24980,79,105.86,12,0.0
24980,61,25.79,8,0.2
24980,52,6.63,2,0.15
24981,188,42.87,8,0.0
24981,134,104.5,36,0.15
24981,104,122.86,26,0.25
24981,130,105.2,3,0.1
24982,75,7.55,9,0.15
24982,212,50.67,12,0.15
24983,98,72.42,3,0.0
24983,113,87.76,27,0.0
24983,97,98.05,6,0.1
24983,140,30.41,6,0.05
24984,240,21.11,36,0.0
24984,153,98.73,23,0.15
24984,93,93.28,1,0.05
24984,219,79.71,14,0.0
24985,55,24.44,13,0.05
24985,213,18.9,3,0.25
24985,140,31.82,4,0.0
24985,173,93.08,22,0.1
24986,8,43.81,3,0.0
24986,15,14.32,34,0.1
24986,167,25.53,15,0.25
24986,186,40.4,1,0.2
24986,124,49.86,19,0.0
24987,180,6.72,38,0.0
24987,235,99.22,17,0.15
24987,99,49.84,14,0.15
24987,18,63.95,18,0.05
24988,146,115.53,24,0.0
24988,149,33.67,28,0.15
24988,1,19.67,8,0.15
24988,3,9.85,1,0.1
24988,117,73.78,5,0.0
24989,232,96.86,40,0.15
24989,227,59.05,13,0.1
24989,245,106.15,31,0.05
24989,130,95.36,24,0.2
24989,138,101.69,76,0.15
24989,184,85.55,27,0.05
24989,242,66.84,5,0.0
24990,245,115.55,23,0.05
24990,70,13.59,15,0.15
24990,32,33.52,7,0.05
24990,127,46.24,30,0.05
24991,76,16.92,15,0.0
24991,52,7.43,11,0.2
24991,240,22.21,29,0.0
24991,249,41.6,35,0.1
24992,168,22.52,23,0.25
24993,230,78.29,9,0.2
24993,215,17.49,16,0.05
24993,224,75.53,21,0.0
24993,78,114.03,17,0.0
24993,107,82.48,20,0.1
24994,154,84.55,8,0.25
24994,199,61.49,4,0.05
24995,142,13.43,5,0.05
24995,233,123.89,25,0.0
24995,184,84.43,22,0.0
24996,54,6.84,19,0.0
24996,124,48.48,28,0.25
24996,132,65.98,28,0.15
24997,50,17.38,2,0.05
24998,2,18.23,17,0.0
24998,12,37.93,31,0.0
24999,1,18.65,11,0.1
24999,199,65.62,11,0.0
24999,130,88.95,16,0.25
24999,21,9.41,4,0.0
24999,48,13.3,12,0.0
24999,2,18.04,20,0.0
25000,96,52.41,13,0.15
25000,47,9.38,34,0.1
25000,82,65.77,12,0.0
25000,113,94.79,2,0.1
25001,193,115.85,3,0.05
25001,1,17.95,44,0.1
25001,25,15.02,12,0.1
25001,142,13.81,10,0.2
25001,216,10.59,14,0.0
25001,135,14.97,15,0.0
25002,192,21.58,32,0.05
25002,159,30.72,13,0.0
25003,215,15.35,41,0.25
25003,135,13.3,30,0.05
25004,245,107.2,10,0.1
25004,162,112.82,4,0.15
25005,173,99.14,8,0.0
25005,43,50.37,16,0.0
25006,16,15.9,26,0.05
25007,94,85.34,19,0.15
25007,58,12.24,25,0.0
25007,93,93.76,24,0.2
25007,22,21.65,39,0.05
25008,45,9.61,7,0.15
25008,95,38.8,4,0.25
25008,218,118.81,18,0.0
25009,138,115.39,13,0.15
25009,8,39.58,7,0.1
25009,93,92.01,30,0.0
25009,244,72.51,1,0.05
25009,104,108.23,13,0.0
25010,216,11.08,5,0.05
25010,133,93.06,10,0.15
25010,162,99.31,4,0.25
25011,36,20.08,17,0.0
25011,21,9.41,23,0.0
25011,173,100.85,16,0.15
25011,15,15.07,39,0.05
25011,180,6.69,17,0.1
25012,156,107.87,55,0.15
25012,11,21.85,3,0.1
25012,225,113.9,5,0.25
25013,155,82.79,44,0.05
25013,39,19.69,17,0.15
25013,96,49.84,32,0.2
25013,244,76.77,28,0.1
25013,140,32.97,20,0.15
25014,137,70.04,7,0.05
25014,8,42.56,12,0.05
25015,135,15.12,17,0.0
25015,178,68.37,28,0.1
25016,35,17.95,13,0.0
25016,104,123.54,7,0.0
25016,18,64.43,7,0.0
25016,76,16.89,3,0.0
25017,245,120.48,5,0.25
25017,43,48.15,21,0.15
25017,39,18.34,4,0.0
25018,143,61.52,13,0.1
25018,33,2.49,22,0.25
25019,117,64.98,7,0.0
25019,156,106.4,13,0.0
25019,184,98.71,6,0.0
25019,133,96.04,26,0.0
25019,88,40.41,10,0.1
25019,22,21.22,5,0.25
25019,121,13.41,24,0.0
25020,69,33.44,9,0.0
25020,71,20.25,8,0.1
25021,241,13.19,15,0.05
25021,175,115.03,3,0.05
25021,228,46.05,67,0.0
25021,216,9.79,24,0.05
25021,38,239.98,2,0.1
25022,83,30.68,38,0.05
25022,247,20.06,5,0.05
25022,84,38.57,32,0.05
25022,88,41.02,16,0.1
25023,94,98.32,30,0.05
25024,230,79.18,11,0.0
25024,92,17.12,15,0.1
25024,69,35.49,22,0.05
25024,37,25.62,10,0.2
25025,25,14.38,4,0.2
25025,204,41.99,24,0.05
25025,249,39.63,10,0.0
25025,166,101.3,14,0.0
25026,199,70.5,2,0.1
25026,35,18.14,3,0.0
25026,127,53.45,19,0.15
25027,228,46.36,90,0.15
25027,62,48.89,25,0.0
25027,248,19.32,7,0.05
25028,231,83.97,3,0.0
25028,12,36.36,25,0.05
25029,234,112.54,19,0.25
25030,141,118.62,1,0.1
25031,45,9.36,14,0.0
25031,118,4.63,45,0.0
25032,153,105.73,4,0.0
25032,100,99.47,34,0.1
25033,55,23.55,30,0.1
25034,64,34.59,5,0.1
25034,92,18.39,6,0.0
25034,222,40.85,64,0.15
25035,129,7.88,21,0.1
25035,37,24.49,3,0.05
25035,10,30.98,7,0.0
25035,236,19.44,26,0.2
25036,138,104.0,5,0.0
25036,172,66.83,13,0.25
25036,230,82.08,1,0.1
25036,192,21.27,23,0.0
25037,97,116.5,5,0.0
25037,167,24.94,25,0.0
25037,231,83.81,29,0.25
25037,222,39.04,36,0.0
25038,157,16.42,6,0.1
25038,57,18.79,35,0.05
25038,150,34.8,41,0.15
25038,129,7.61,28,0.0
25038,121,11.97,11,0.0
25039,109,20.7,10,0.25
25039,35,19.27,9,0.0
25039,135,13.95,13,0.15
25039,44,19.39,26,0.1
25040,40,17.54,25,0.05
25040,207,94.43,22,0.2
25041,47,10.13,7,0.15
25041,228,42.94,9,0.0
25041,230,85.84,9,0.1
25041,65,22.37,20,0.0
25042,1,17.73,30,0.15
25042,180,6.59,19,0.1
25042,47,10.32,23,0.2
25043,222,34.25,35,0.0
25044,213,19.99,43,0.0
25044,68,12.01,35,0.05
25044,148,47.72,26,0.1
25045,174,45.67,15,0.1
25045,221,85.31,30,0.15
25045,236,20.01,36,0.1
25045,231,88.94,23,0.0
25046,247,16.95,4,0.0
25046,194,79.91,16,0.0
25046,203,86.24,13,0.0
25046,11,19.33,39,0.0
25046,192,21.58,33,0.0
25046,60,36.22,1,0.1
25046,221,96.1,3,0.05
25047,157,16.84,18,0.0
25048,14,24.22,14,0.1
25048,162,100.0,16,0.15
25048,111,67.88,3,0.1
25048,13,6.12,35,0.1
25048,47,8.8,5,0.0
25049,27,41.83,28,0.0
25049,59,54.33,12,0.1
25049,133,90.45,7,0.25
25050,198,98.58,40,0.1
25050,129,6.98,11,0.05
25050,110,92.35,3,0.2
25050,213,18.21,19,0.25
25050,153,92.73,22,0.05
25051,146,114.68,12,0.05
25051,19,9.44,1,0.25
25052,90,95.13,7,0.0
25052,98,64.21,11,0.1
25052,224,82.3,6,0.0
25053,227,50.11,47,0.05
25053,111,79.44,2,0.25
25053,186,44.09,12,0.0
25053,132,59.26,46,0.0
25054,119,104.91,19,0.0
25054,139,95.55,27,0.15
25054,146,107.22,3,0.1
25054,26,31.67,17,0.0
25054,67,14.9,6,0.05
25055,46,12.51,5,0.05
25055,80,5.42,9,0.25
25055,210,18.53,77,0.2
25056,91,15.78,9,0.2
25056,34,14.41,5,0.1
25056,83,34.42,3,0.1
25057,156,116.53,25,0.0
25057,109,19.06,25,0.0
25057,189,90.26,10,0.1
25057,197,90.62,9,0.15
25057,93,102.02,31,0.05
25057,167,25.57,45,0.05
25057,111,68.86,16,0.2
25058,69,34.25,28,0.25
25058,72,33.28,9,0.25
25058,199,68.62,10,0.05
25058,76,19.45,12,0.0
25058,169,47.47,10,0.0
25059,27,39.77,41,0.05
25059,182,53.41,22,0.15
25059,143,61.14,10,0.0
25060,134,102.35,69,0.05
25060,117,69.96,22,0.0
25061,186,44.7,25,0.1
25061,18,57.42,20,0.0
25061,10,32.58,3,0.05
25062,50,14.88,2,0.1
25062,183,79.67,11,0.15
25063,55,21.72,23,0.0
25063,114,27.81,20,0.0
25063,129,8.17,33,0.1
25064,58,13.37,34,0.2
25064,39,17.98,28,0.0
25064,144,59.78,2,0.25
25065,205,34.5,14,0.15
25065,158,63.52,1,0.0
25065,132,68.73,8,0.1
25066,1,16.92,29,0.15
25066,145,82.54,14,0.0
25066,56,36.37,90,0.2
25066,114,29.76,2,0.2
25067,210,19.22,5,0.1
25067,154,89.78,7,0.0
25068,50,17.04,8,0.25
25068,197,94.85,24,0.0
25069,35,17.22,1,0.0
25069,220,16.18,9,0.25
25070,91,14.56,12,0.25
25070,132,58.82,14,0.2
25070,142,15.01,11,0.25
25071,91,16.08,26,0.25
25071,150,36.55,16,0.0
25071,60,35.95,23,0.1
25071,162,100.53,3,0.1
25072,71,19.5,22,0.0
25072,70,15.08,11,0.0
25072,242,65.31,1,0.25
25072,78,105.74,8,0.2
25072,235,100.43,5,0.25
25072,231,98.44,4,0.05
25073,186,44.47,75,0.1
25073,239,85.22,17,0.15
25073,113,85.98,7,0.15
25074,207,97.4,22,0.0
25074,74,9.8,60,0.0
25075,212,45.34,30,0.1
25075,202,19.46,6,0.15
25075,117,78.25,2,0.1
25075,34,14.3,20,0.05
25075,49,18.16,16,0.15
25075,136,83.58,11,0.0
25076,215,15.27,38,0.15
25076,210,19.11,25,0.2
25076,139,96.96,8,0.1
25077,178,56.46,11,0.05
25077,54,7.34,1,0.1
25077,176,16.85,20,0.0
25078,74,10.88,44,0.0
25078,41,8.79,43,0.1
25078,211,27.55,24,0.05
25078,239,74.14,11,0.15
25079,113,79.45,21,0.05
25079,245,123.75,9,0.1
25080,74,10.79,31,0.25
25080,180,6.61,13,0.2
25081,172,73.49,11,0.0
25081,151,33.24,1,0.0
25081,11,19.23,30,0.15
25082,18,58.48,42,0.0
25082,158,70.98,10,0.0
25082,167,25.58,30,0.0
25082,84,37.56,63,0.25
25082,100,99.26,1,0.0
25082,32,32.84,28,0.1
25082,191,68.78,11,0.1
25082,51,57.83,1,0.05
25083,84,43.15,16,0.0
25083,10,30.93,16,0.1
25083,66,15.99,15,0.05
25083,131,48.23,8,0.05
25084,141,121.4,1,0.1
25084,228,43.44,25,0.25
25085,193,117.52,41,0.0
25086,165,41.84,11,0.0
25086,130,104.42,6,0.15
25086,109,20.7,3,0.25
25086,166,86.12,11,0.1
25087,55,24.88,22,0.05
25087,136,93.84,18,0.1
25087,161,32.75,9,0.25
25088,153,87.63,5,0.15
25088,54,7.66,39,0.0
25088,203,92.07,3,0.15
25089,92,18.31,32,0.0
25089,167,25.35,2,0.25
25089,209,71.34,14,0.1
25090,114,30.36,25,0.0
25090,167,25.04,71,0.15
25091,231,97.25,11,0.0
25091,129,7.94,14,0.2
25091,68,13.17,13,0.0
25092,203,83.58,26,0.05
25092,152,3.6,7,0.25
25092,177,79.01,10,0.15
25092,187,69.6,10,0.05
25093,135,12.9,11,0.0
25093,236,19.9,8,0.0
25094,104,112.34,10,0.1
25094,189,105.65,5,0.1
25095,110,90.08,25,0.05
25095,21,10.0,20,0.1
25095,189,90.66,6,0.0
25095,157,17.39,24,0.1
25095,107,85.29,10,0.2
25096,78,111.82,24,0.1
25096,249,40.8,25,0.25
25096,149,34.64,10,0.0
25096,104,108.99,12,0.1
25096,174,43.07,8,0.1
25096,64,35.62,3,0.1
25096,176,18.74,34,0.25
25097,33,2.41,6,0.15
25097,218,114.65,32,0.05
25097,163,53.54,1,0.25
25097,188,39.43,14,0.1
25097,174,40.79,15,0.0
25097,156,127.32,14,0.0
25098,145,75.85,87,0.25
25098,6,22.55,19,0.0
25099,194,78.72,51,0.1
25099,3,9.93,3,0.15
25099,74,9.44,2,0.1
25100,38,254.61,34,0.05
25100,122,56.42,31,0.25
25101,21,10.11,12,0.1
25101,35,17.1,37,0.05
25101,160,82.89,30,0.05
25102,3,9.06,12,0.0
25102,158,62.23,11,0.05
25102,36,18.16,46,0.05
25102,229,97.11,3,0.1
25103,239,72.83,28,0.0
25103,43,49.49,10,0.2
25103,221,97.02,7,0.05
25104,135,14.07,20,0.0
25104,6,26.51,39,0.1
25104,41,9.1,3,0.15
25105,78,119.99,16,0.1
25105,57,18.44,26,0.2
25106,139,112.43,23,0.05
25106,30,26.03,32,0.0
25106,239,85.4,12,0.0
25107,231,93.01,37,0.1
25107,230,81.43,22,0.05
25107,26,33.51,34,0.0
25107,77,13.31,21,0.15
25107,221,87.36,19,0.0
25108,80,5.35,28,0.05
25108,202,16.81,27,0.1
25108,125,83.25,10,0.0
25108,27,40.85,31,0.15
25109,30,23.87,18,0.05
25109,188,40.61,7,0.0
25109,207,82.29,23,0.0
25110,159,27.91,14,0.0
25110,170,39.56,21,0.0
25110,97,115.8,8,0.0
25110,215,17.01,87,0.1
25110,211,26.67,6,0.2
25111,237,108.32,23,0.2
25111,181,73.37,19,0.0
25111,95,41.03,1,0.15
25112,22,21.83,28,0.05
25112,150,35.02,16,0.05
25112,205,38.11,23,0.0
25112,62,49.24,20,0.0
25113,26,31.32,20,0.15
25113,96,55.4,44,0.0
25114,172,66.16,28,0.0
25114,58,14.06,11,0.05
25114,13,5.89,32,0.15
25115,119,106.41,15,0.05
25115,15,14.71,17,0.0
25115,7,30.43,13,0.15
25115,121,12.66,31,0.15
25116,60,33.14,2,0.05
25116,117,76.06,16,0.15
25116,44,20.49,7,0.0
25117,171,107.6,22,0.2
25117,73,15.38,16,0.0
25117,167,22.18,46,0.2
25117,109,21.62,13,0.15
25117,138,107.31,7,0.05
25117,127,46.4,16,0.15
25117,25,13.23,10,0.1
25117,249,39.36,6,0.05
25118,237,105.15,4,0.0
25118,198,108.1,56,0.05
25118,187,63.08,4,0.0
25119,111,72.35,14,0.25
25119,13,5.93,34,0.0
25120,148,50.12,9,0.1
25120,199,69.37,2,0.25
25120,235,107.88,3,0.1
25120,167,22.2,27,0.1
25121,167,23.4,30,0.1
25121,74,10.26,19,0.2
25121,41,9.24,16,0.1
25121,115,123.24,11,0.0
25122,228,43.42,22,0.15
25122,171,119.9,12,0.0
25123,191,59.81,26,0.15
25123,4,20.3,6,0.0
25124,133,90.09,1,0.0
25124,159,32.84,12,0.1
25124,154,79.72,6,0.05
25124,37,25.07,38,0.0
25124,2,20.9,48,0.2
25125,212,50.47,3,0.0
25125,176,18.0,73,0.0
25125,85,92.3,8,0.0
25125,160,87.6,10,0.1
25125,220,16.61,7,0.0
25125,121,13.38,41,0.0
25126,4,20.25,2,0.25
25126,155,81.63,2,0.2
25126,86,102.3,12,0.1
25126,142,15.06,3,0.0
25127,140,33.88,20,0.05
25127,221,97.23,14,0.15
25128,231,97.03,42,0.25
25128,156,118.93,16,0.15
25128,240,21.9,37,0.1
25129,2,18.74,21,0.15
25129,183,80.17,19,0.1
25129,216,11.15,21,0.15
25130,178,56.31,15,0.0
25130,74,10.1,15,0.0
25130,156,124.19,15,0.2
25131,3,10.99,5,0.25
25131,213,20.85,15,0.05
25132,72,36.29,14,0.25
25132,211,26.91,27,0.0
25132,138,112.99,20,0.0
25132,52,6.63,21,0.25
25133,58,14.34,17,0.15
25133,241,13.39,7,0.05
25133,38,253.92,5,0.0
25133,195,36.77,9,0.0
25134,2,18.69,27,0.2
25134,39,16.34,19,0.1
25134,249,44.35,2,0.1
25134,246,57.63,6,0.2
25135,204,46.26,35,0.0
25135,97,105.17,6,0.0
25135,80,6.19,18,0.05
25135,103,87.26,9,0.1
25135,78,122.06,28,0.0
25135,161,31.96,4,0.1
